macro_action,count,rate
PRODUCE_SEMICONDUCTOR,39,0.4148936170212766
PRODUCE_MEDICINE,27,0.2872340425531915
PRODUCE_TOYS,26,0.2765957446808511
LOAD_GOODS,1,0.010638297872340425
UPGRADE_ATTACK,1,0.010638297872340425
