component,sum,mean,count
delta_compute_power,13.750000000000156,0.01492942453854523,921
delta_inventory_value,0.03,3.257328990228013e-05,921
delta_score,60.839999999999996,0.0660586319218241,921
idle_penalty,-4.019999999999959,-0.004364820846905493,921
invalid_action_penalty,-1.2000000000000002,-0.0013029315960912055,921
own_factory_damage_penalty,0.0,0.0,921
