component,sum,mean,count
delta_compute_power,25.750000000000423,0.01130873956960932,2277
delta_inventory_value,0.0,0.0,2277
delta_score,131.04000000000005,0.05754940711462453,2277
idle_penalty,-11.4299999999998,-0.005019762845849715,2277
invalid_action_penalty,-10.400000000000004,-0.0045674132630654386,2277
own_factory_damage_penalty,0.0,0.0,2277
